Temperaturdaten der Geräte
Datum: 2022_03_24

Version: v4.0-6-g89f8d29-dirty


abs. Zeit     rel. Zeit [s]       Out.Leistung [%]      Regler Temp. [°C]     Temp. Kurzwellig 1 [°C]            Temp. Langwellig AV 20:1 [°C]      Temp. Pt Oberfläche [°C]           Temp. Pt Raum [°C]                 
12:53:16       3397.9              10.0                  109.9                 107.4                              91.0                               106.9                              23.1                               
12:53:29       3411.0              10.0                  110.6                 107.8                              91.3                               107.2                              23.1                               
12:53:42       3424.2              10.0                  111.8                 108.2                              91.6                               107.7                              23.0                               
12:53:56       3437.4              9.7                   112.2                 108.6                              91.9                               108.0                              23.1                               
12:54:09       3450.5              10.0                  110.4                 109.0                              92.3                               108.5                              23.0                               
12:54:22       3463.7              5.9                   113.3                 109.4                              92.7                               108.8                              23.1                               
12:54:35       3476.8              10.0                  110.4                 109.8                              93.0                               109.4                              23.0                               
12:54:48       3490.0              10.0                  116.5                 110.3                              93.4                               109.7                              23.1                               
12:55:01       3503.2              10.0                  123.9                 110.7                              93.7                               110.2                              23.1                               
12:55:15       3516.4              2.0                   111.8                 111.1                              94.0                               110.6                              23.1                               
12:55:28       3529.5              10.0                  114.6                 111.5                              94.4                               111.0                              23.1                               
12:55:41       3542.6              10.0                  120.8                 111.9                              94.8                               111.3                              23.1                               
12:55:54       3555.8              10.0                  116.8                 112.2                              95.1                               111.8                              23.1                               
12:56:07       3569.0              10.0                  115.6                 112.7                              95.3                               112.2                              23.1                               
12:56:20       3582.1              10.0                  118.2                 113.0                              95.6                               112.5                              23.1                               
12:56:34       3595.3              10.0                  117.1                 113.3                              95.9                               113.0                              23.1                               
12:56:47       3608.5              4.7                   120.5                 113.7                              96.2                               113.2                              23.1                               
12:57:00       3621.7              10.0                  118.3                 114.0                              96.6                               113.5                              23.1                               
12:57:13       3634.8              10.0                  121.2                 114.4                              96.9                               113.9                              23.1                               
12:57:26       3648.1              10.0                  120.4                 114.8                              97.2                               114.2                              23.1                               
12:57:39       3661.2              10.0                  125.4                 115.2                              97.5                               114.6                              23.1                               
12:57:53       3674.4              10.0                  122.3                 115.5                              97.8                               115.0                              23.1                               
12:58:06       3687.7              10.0                  120.6                 115.9                              98.0                               115.1                              23.1                               
12:58:19       3700.8              10.0                  124.5                 116.3                              98.4                               115.6                              23.1                               
12:58:32       3714.0              10.0                  121.5                 116.6                              98.7                               115.9                              23.1                               
12:58:45       3727.2              10.0                  122.7                 116.9                              99.0                               116.3                              23.1                               
12:58:59       3740.4              10.0                  123.1                 117.4                              99.3                               116.5                              23.1                               
12:59:12       3753.6              10.0                  125.2                 117.8                              100.0                              117.0                              23.1                               
12:59:25       3766.7              10.0                  124.0                 118.1                              100.0                              117.3                              23.1                               
12:59:38       3779.9              5.2                   126.3                 118.5                              100.3                              117.7                              23.1                               
12:59:51       3793.1              10.0                  127.9                 118.9                              100.5                              118.2                              23.1                               
13:00:04       3806.3              3.1                   126.5                 119.3                              100.9                              118.5                              23.1                               
13:00:18       3819.5              4.3                   125.5                 119.7                              101.2                              119.0                              23.1                               
13:00:31       3832.7              10.0                  128.6                 120.0                              101.6                              119.2                              23.1                               
13:00:44       3845.9              10.0                  126.1                 120.4                              102.1                              119.6                              23.1                               
13:00:57       3859.0              10.0                  125.3                 120.7                              102.1                              119.9                              23.1                               
13:01:10       3872.2              10.0                  129.0                 121.0                              102.3                              120.3                              23.1                               
13:01:24       3885.4              10.0                  127.6                 121.3                              102.5                              120.6                              23.1                               
13:01:37       3898.6              10.0                  127.0                 121.6                              102.9                              120.9                              23.1                               
13:01:50       3911.8              6.9                   128.4                 121.9                              103.1                              121.2                              23.1                               
13:02:03       3925.0              10.0                  126.6                 122.2                              103.3                              121.5                              23.1                               
13:02:16       3938.2              10.0                  132.6                 122.6                              103.5                              121.7                              23.1                               
13:02:30       3951.4              10.0                  128.8                 122.8                              103.8                              122.0                              23.1                               
13:02:43       3964.6              10.0                  126.4                 123.1                              104.1                              122.3                              23.1                               
13:02:56       3977.8              10.0                  127.8                 123.4                              104.4                              122.6                              23.1                               
13:03:09       3990.9              10.0                  129.2                 123.7                              104.6                              122.9                              23.1                               
13:03:22       4004.1              10.0                  129.6                 124.0                              104.9                              123.2                              23.1                               
13:03:36       4017.4              4.2                   132.2                 124.4                              105.2                              123.4                              23.1                               
13:03:49       4030.6              10.0                  131.4                 124.7                              105.5                              123.9                              23.1                               
13:04:02       4043.8              10.0                  128.3                 125.0                              105.7                              124.0                              23.1                               
13:04:15       4057.0              4.8                   130.0                 125.4                              106.0                              124.3                              23.1                               
13:04:28       4070.2              10.0                  132.5                 125.7                              106.3                              124.5                              23.1                               
13:04:42       4083.4              8.4                   134.1                 126.0                              106.6                              124.9                              23.1                               
13:04:55       4096.6              10.0                  131.8                 126.3                              106.8                              125.1                              23.1                               
13:05:08       4109.7              10.0                  130.6                 126.6                              107.1                              125.5                              23.1                               
13:05:21       4122.9              1.8                   131.0                 126.8                              107.3                              125.8                              23.1                               
13:05:34       4136.1              10.0                  138.0                 127.1                              107.5                              126.1                              23.1                               
13:05:48       4149.3              0.0                   136.6                 127.4                              107.8                              126.4                              23.1                               
13:06:01       4162.5              10.0                  135.8                 127.6                              108.0                              126.7                              23.1                               
13:06:14       4175.6              10.0                  134.0                 127.9                              108.3                              127.0                              23.1                               
13:06:27       4188.8              10.0                  132.3                 128.2                              108.4                              127.1                              23.1                               
13:06:40       4202.0              10.0                  130.1                 128.3                              108.5                              127.3                              23.1                               
13:06:53       4215.2              5.0                   134.9                 128.6                              108.8                              127.6                              23.1                               
13:07:07       4228.4              10.0                  133.3                 128.7                              108.9                              127.8                              23.1                               
13:07:20       4241.6              10.0                  131.0                 129.0                              109.1                              127.9                              23.1                               
13:07:33       4254.8              1.0                   137.5                 129.2                              109.3                              128.2                              23.1                               
13:07:46       4268.0              10.0                  139.5                 129.4                              109.4                              128.3                              23.1                               
13:07:59       4281.3              10.0                  138.7                 129.6                              109.7                              128.6                              23.1                               
13:08:13       4294.5              10.0                  136.5                 129.8                              109.8                              128.7                              23.1                               
13:08:26       4307.6              10.0                  132.0                 130.0                              109.9                              128.8                              23.1                               
13:08:39       4320.9              10.0                  136.0                 130.2                              110.1                              129.0                              23.1                               
13:08:52       4334.1              4.3                   134.6                 130.5                              110.3                              129.4                              23.1                               
13:09:05       4347.3              10.0                  134.2                 130.7                              110.4                              129.5                              23.1                               
13:09:19       4360.5              10.0                  134.6                 130.9                              110.6                              129.8                              23.1                               
13:09:32       4373.6              10.0                  135.3                 131.1                              110.8                              130.0                              23.1                               
13:09:45       4386.9              10.0                  135.6                 131.3                              111.0                              130.2                              23.1                               
13:09:58       4400.1              10.0                  135.0                 131.5                              111.2                              130.5                              23.1                               
13:10:12       4413.3              0.0                   136.2                 131.7                              111.4                              130.6                              23.1                               
13:10:25       4426.5              10.0                  138.7                 132.0                              111.5                              130.8                              23.1                               
13:10:38       4439.8              10.0                  138.6                 132.2                              111.8                              131.0                              23.1                               
13:10:51       4453.0              10.0                  133.3                 132.4                              112.0                              131.2                              23.1                               
13:11:04       4466.2              10.0                  136.0                 132.6                              112.1                              131.5                              23.2                               
13:11:18       4479.4              5.6                   131.6                 132.8                              112.3                              131.5                              23.1                               
13:11:31       4492.7              10.0                  138.3                 133.1                              112.5                              132.0                              23.1                               
13:11:44       4505.9              5.5                   134.3                 133.3                              112.7                              132.1                              23.1                               
13:11:57       4519.1              10.0                  138.5                 133.5                              112.8                              132.2                              23.1                               
13:12:10       4532.3              10.0                  134.3                 133.7                              113.1                              132.5                              23.1                               
13:12:24       4545.5              2.3                   139.3                 133.9                              113.2                              132.7                              23.1                               
13:12:37       4558.7              10.0                  138.5                 134.1                              113.4                              132.9                              23.1                               
13:12:50       4571.9              1.9                   139.1                 134.3                              113.6                              133.2                              23.1                               
13:13:03       4585.1              10.0                  140.4                 134.5                              113.8                              133.3                              23.2                               
13:13:17       4598.3              5.3                   141.0                 134.7                              113.9                              133.4                              23.1                               
13:13:30       4611.5              10.0                  140.9                 134.9                              114.0                              133.6                              23.1                               
13:13:43       4624.8              10.0                  137.7                 135.0                              114.2                              133.7                              23.1                               
13:13:56       4638.0              10.0                  141.3                 135.2                              114.3                              133.9                              23.1                               
13:14:09       4651.2              6.5                   139.5                 135.3                              114.4                              134.1                              23.1                               
13:14:23       4664.4              10.0                  137.5                 135.4                              114.5                              134.3                              23.2                               
13:14:36       4677.6              10.0                  141.5                 135.6                              114.6                              134.4                              23.1                               
13:14:49       4690.8              10.0                  147.0                 135.7                              114.7                              134.5                              23.1                               
13:15:03       4704.5              0.0                   142.8                 135.8                              176.2                              134.6                              23.2                               
13:15:16       4718.2              10.0                  142.0                 136.0                              137.1                              134.8                              23.2                               
13:15:30       4731.9              0.2                   138.7                 136.2                              125.0                              134.9                              23.1                               
13:15:44       4745.6              0.0                   140.7                 136.4                              115.4                              135.0                              23.1                               
13:15:57       4758.8              10.0                  141.6                 136.6                              115.5                              135.2                              23.1                               
13:16:10       4772.0              9.4                   141.4                 136.7                              115.6                              135.3                              23.1                               
13:16:23       4785.2              6.6                   139.5                 136.8                              115.7                              135.4                              23.1                               
13:16:37       4798.4              10.0                  144.9                 136.9                              115.7                              135.6                              23.1                               
13:16:50       4812.1              10.0                  141.5                 137.0                              177.6                              135.7                              23.1                               
13:17:04       4825.7              8.3                   141.2                 137.0                              115.9                              135.7                              23.1                               
13:17:17       4838.8              10.0                  143.3                 137.1                              116.0                              135.9                              23.1                               
13:17:31       4852.4              10.0                  137.4                 137.3                              178.0                              135.9                              23.2                               
13:17:44       4866.0              0.4                   144.9                 137.4                              116.2                              136.1                              23.1                               
13:17:58       4879.5              10.0                  142.3                 137.5                              178.3                              136.2                              23.1                               
13:18:11       4893.1              10.0                  141.8                 137.6                              138.7                              136.4                              23.2                               
13:18:25       4906.7              2.8                   142.9                 137.8                              116.5                              136.5                              23.1                               
13:18:39       4920.3              10.0                  140.4                 137.9                              178.8                              136.5                              23.1                               
13:18:52       4933.9              0.0                   144.4                 138.0                              116.7                              136.7                              23.2                               
13:19:06       4947.4              10.0                  139.8                 138.2                              179.1                              136.7                              23.1                               
13:19:19       4961.0              10.0                  141.4                 138.3                              116.9                              136.8                              23.1                               
13:19:32       4974.2              10.0                  138.6                 138.4                              117.0                              137.0                              23.2                               
13:19:46       4987.3              7.5                   146.2                 138.4                              117.1                              137.1                              23.1                               
13:19:59       5000.9              8.2                   141.7                 138.5                              179.7                              137.1                              23.2                               
13:20:13       5014.5              10.0                  143.5                 138.6                              117.2                              137.3                              23.2                               
13:20:26       5028.0              10.0                  146.7                 138.7                              179.9                              137.2                              23.1                               
13:20:40       5041.6              10.0                  143.9                 138.9                              139.9                              137.6                              23.1                               
13:20:53       5055.2              0.0                   145.1                 139.0                              127.5                              137.5                              23.1                               
13:21:07       5068.8              0.0                   146.7                 139.1                              133.6                              137.7                              23.2                               
13:21:21       5082.4              10.0                  142.5                 139.3                              136.9                              137.8                              23.1                               
13:21:34       5096.0              10.0                  142.7                 139.4                              138.7                              137.9                              23.2                               
13:21:48       5109.6              2.4                   146.3                 139.5                              137.9                              138.0                              23.1                               
13:22:01       5123.2              0.0                   144.6                 139.6                              138.6                              138.3                              23.2                               
13:22:15       5136.7              6.5                   146.7                 139.7                              138.4                              138.3                              23.2                               
13:22:29       5150.3              10.0                  144.5                 139.7                              138.3                              138.3                              23.1                               
13:22:42       5163.9              0.0                   141.6                 139.8                              138.4                              138.2                              23.1                               
13:22:56       5177.4              10.0                  144.6                 139.8                              118.2                              138.3                              23.2                               
13:23:09       5191.0              0.0                   143.2                 139.9                              181.3                              138.3                              23.1                               
13:23:23       5204.6              10.0                  147.2                 139.9                              141.0                              138.3                              23.2                               
13:23:36       5218.2              10.0                  146.0                 139.9                              128.2                              138.3                              23.1                               
13:23:50       5231.8              10.0                  145.1                 139.9                              134.2                              138.4                              23.1                               
13:24:04       5245.3              5.3                   141.4                 139.9                              137.5                              138.3                              23.1                               
13:24:17       5258.9              5.7                   140.9                 139.9                              118.3                              138.4                              23.2                               
13:24:30       5272.0              10.0                  144.4                 139.9                              118.3                              138.4                              23.1                               
13:24:44       5285.6              10.0                  140.1                 139.9                              181.4                              138.4                              23.1                               
13:24:57       5299.2              10.0                  142.0                 140.0                              118.3                              138.4                              23.1                               
13:25:11       5312.8              0.7                   145.0                 139.9                              181.5                              138.5                              23.2                               
13:25:25       5326.4              0.0                   146.7                 140.0                              141.1                              138.6                              23.2                               
13:25:38       5339.9              10.0                  144.0                 140.1                              128.4                              138.6                              23.2                               
13:25:52       5353.5              10.0                  142.7                 140.1                              134.5                              138.5                              23.2                               
13:26:05       5367.1              0.0                   144.6                 140.1                              137.8                              138.5                              23.1                               
13:26:19       5380.7              3.9                   148.2                 140.2                              139.6                              138.8                              23.2                               
13:26:32       5394.3              9.8                   145.6                 140.2                              138.7                              138.6                              23.1                               
13:26:46       5407.8              0.1                   149.8                 140.2                              138.2                              138.9                              23.2                               
13:27:00       5421.4              10.0                  145.8                 140.2                              138.5                              138.8                              23.1                               
13:27:13       5435.0              4.1                   141.6                 140.2                              138.6                              138.7                              23.1                               
13:27:27       5448.6              10.0                  146.0                 140.2                              118.5                              138.8                              23.2                               
13:27:40       5462.2              10.0                  142.9                 140.2                              181.6                              138.9                              23.2                               
13:27:54       5475.8              9.9                   147.9                 140.2                              141.2                              138.6                              23.2                               
13:28:08       5489.5              10.0                  148.3                 140.2                              128.4                              138.7                              23.2                               
13:28:21       5503.1              0.0                   147.1                 140.1                              134.5                              138.6                              23.1                               
13:28:35       5516.7              6.1                   142.7                 140.1                              137.7                              138.6                              23.2                               
13:28:48       5530.3              10.0                  147.5                 140.1                              139.5                              138.7                              23.2                               
13:29:02       5543.8              9.6                   147.4                 140.2                              138.7                              138.9                              23.2                               
13:29:16       5557.5              10.0                  143.4                 140.2                              139.1                              138.9                              23.1                               
13:29:29       5571.1              0.0                   141.8                 140.2                              138.9                              138.7                              23.2                               
13:29:43       5584.7              10.0                  140.7                 140.2                              118.5                              138.8                              23.2                               
13:29:56       5597.8              10.0                  145.2                 140.2                              118.5                              138.9                              23.2                               
13:30:10       5611.5              1.2                   143.1                 140.3                              181.9                              139.0                              23.2                               
13:30:23       5625.0              10.0                  144.9                 140.3                              141.5                              138.9                              23.1                               
13:30:37       5638.6              2.4                   149.8                 140.3                              129.1                              139.0                              23.2                               
13:30:50       5652.3              10.0                  145.4                 140.4                              134.8                              139.1                              23.2                               
13:31:04       5665.9              2.0                   148.6                 140.4                              138.1                              139.1                              23.2                               
13:31:18       5679.5              4.5                   147.4                 140.5                              139.9                              139.2                              23.1                               
13:31:31       5693.1              10.0                  146.4                 140.5                              138.9                              139.1                              23.2                               
13:31:45       5706.7              3.3                   141.6                 140.4                              139.4                              139.1                              23.2                               
13:31:59       5720.3              10.0                  146.0                 140.4                              118.7                              139.0                              23.2                               
13:32:12       5734.0              0.0                   145.0                 140.4                              182.0                              139.1                              23.2                               
13:32:26       5747.6              0.0                   145.8                 140.4                              141.4                              139.0                              23.1                               
13:32:39       5761.2              10.0                  143.9                 140.3                              128.8                              138.9                              23.2                               
13:32:53       5774.8              10.0                  147.0                 140.3                              134.7                              139.0                              23.1                               
13:33:07       5788.4              10.0                  143.3                 140.3                              138.0                              138.9                              23.2                               
13:33:20       5802.0              10.0                  147.9                 140.2                              139.6                              138.9                              23.2                               
13:33:34       5815.6              10.0                  146.7                 140.2                              138.6                              138.8                              23.1                               
13:33:47       5829.2              10.0                  143.1                 140.1                              139.1                              138.7                              23.2                               
13:34:01       5842.8              10.0                  142.9                 140.1                              138.9                              138.7                              23.2                               
13:34:15       5856.4              5.6                   141.4                 140.1                              138.8                              138.7                              23.2                               
13:34:28       5870.1              4.0                   148.3                 140.2                              118.5                              138.9                              23.2                               
13:34:42       5883.7              10.0                  145.2                 140.2                              181.8                              138.8                              23.2                               
13:34:56       5897.3              10.0                  144.6                 140.3                              141.4                              138.9                              23.2                               
13:35:09       5910.9              10.0                  148.8                 140.3                              128.7                              138.9                              23.2                               
13:35:23       5924.5              10.0                  140.9                 140.4                              134.8                              139.0                              23.2                               
13:35:36       5938.2              10.0                  144.6                 140.4                              118.7                              139.0                              23.2                               
13:35:50       5951.8              10.0                  146.5                 140.5                              182.2                              139.2                              23.2                               
13:36:04       5965.3              10.0                  148.8                 140.6                              141.8                              139.2                              23.2                               
13:36:17       5979.0              10.0                  149.2                 140.7                              129.1                              139.2                              23.2                               
13:36:31       5992.5              10.0                  147.3                 140.8                              135.2                              139.2                              23.2                               
13:36:44       6006.2              10.0                  141.0                 141.0                              138.7                              139.5                              23.2                               
13:36:58       6019.8              10.0                  143.8                 141.1                              119.3                              139.7                              23.2                               
13:37:12       6033.5              10.0                  145.5                 141.3                              183.3                              139.9                              23.2                               
13:37:25       6047.1              0.0                   148.2                 141.5                              142.6                              139.9                              23.2                               
13:37:39       6060.7              5.6                   144.7                 141.7                              130.0                              140.1                              23.2                               
13:37:53       6074.4              0.0                   147.6                 141.9                              136.3                              140.3                              23.2                               
13:38:06       6087.9              10.0                  144.9                 142.1                              139.8                              140.3                              23.2                               
13:38:20       6101.5              3.3                   143.3                 142.3                              141.7                              140.4                              23.2                               
13:38:33       6115.1              9.2                   150.0                 142.4                              141.0                              140.5                              23.2                               
13:38:47       6128.7              10.0                  143.2                 142.5                              140.6                              140.7                              23.2                               
