Temperaturdaten der Geräte
Datum: 2022_03_24

Version: v4.0-6-g89f8d29-dirty


abs. Zeit     rel. Zeit [s]       Out.Leistung [%]      Regler Temp. [°C]     Temp. Kurzwellig 1 [°C]            Temp. Langwellig AV 20:1 [°C]      Temp. Pt Oberfläche [°C]           Temp. Pt Raum [°C]                 
13:48:29       6710.9              0.0                   146.6                 142.3                              140.4                              140.9                              23.2                               
13:48:42       6724.1              10.0                  149.9                 142.3                              140.4                              140.9                              23.2                               
13:48:55       6737.3              0.0                   144.4                 142.2                              140.3                              140.9                              23.2                               
13:49:09       6750.4              0.0                   145.9                 142.1                              140.4                              140.9                              23.2                               
13:49:22       6763.6              10.0                  149.8                 142.1                              140.3                              140.8                              23.2                               
13:49:35       6776.8              10.0                  150.0                 142.0                              140.3                              140.8                              23.2                               
13:49:48       6789.9              0.0                   143.9                 142.0                              140.0                              140.7                              23.3                               
13:50:01       6803.1              10.0                  146.5                 141.9                              140.2                              140.7                              23.3                               
13:50:14       6816.3              2.4                   149.7                 141.9                              140.1                              140.7                              23.3                               
13:50:28       6829.5              10.0                  145.8                 141.8                              140.0                              140.4                              23.2                               
13:50:41       6842.6              9.3                   146.0                 141.8                              139.9                              140.4                              23.2                               
13:50:54       6855.8              10.0                  144.2                 141.7                              139.8                              140.1                              23.2                               
13:51:07       6869.0              10.0                  146.9                 141.6                              139.8                              140.1                              23.2                               
13:51:20       6882.1              7.9                   146.2                 141.6                              139.7                              140.0                              23.2                               
13:51:34       6895.3              10.0                  149.0                 141.5                              139.6                              139.9                              23.2                               
13:51:47       6908.5              10.0                  146.1                 141.5                              139.7                              139.8                              23.3                               
13:52:00       6921.7              4.8                   149.0                 141.5                              139.7                              139.9                              23.2                               
13:52:13       6934.9              10.0                  142.1                 141.5                              139.7                              139.9                              23.2                               
13:52:26       6948.0              10.0                  147.4                 141.5                              139.7                              139.9                              23.2                               
13:52:39       6961.2              10.0                  148.2                 141.6                              139.7                              140.0                              23.3                               
13:52:53       6974.4              10.0                  145.7                 141.6                              139.8                              140.2                              23.2                               
13:53:06       6987.6              5.9                   149.2                 141.7                              139.9                              140.2                              23.2                               
13:53:19       7000.8              7.6                   149.1                 141.7                              139.9                              140.3                              23.2                               
13:53:32       7013.9              4.2                   146.3                 141.9                              140.1                              140.3                              23.2                               
13:53:45       7027.1              10.0                  144.7                 141.9                              140.2                              140.3                              23.2                               
13:53:59       7040.3              10.0                  148.3                 142.0                              140.2                              140.3                              23.2                               
13:54:12       7053.5              10.0                  148.3                 142.1                              140.3                              140.5                              23.3                               
13:54:25       7066.6              10.0                  150.5                 142.2                              140.4                              140.6                              23.2                               
13:54:38       7079.8              10.0                  145.2                 142.3                              140.5                              140.6                              23.2                               
13:54:51       7093.0              4.7                   145.8                 142.4                              140.5                              140.6                              23.2                               
13:55:04       7106.2              0.0                   148.6                 142.5                              140.7                              140.8                              23.2                               
13:55:18       7119.3              0.0                   149.9                 142.6                              140.8                              141.0                              23.2                               
13:55:31       7132.5              10.0                  151.7                 142.8                              140.9                              141.1                              23.3                               
13:55:44       7145.7              4.9                   147.2                 142.8                              141.0                              141.2                              23.2                               
13:55:57       7158.8              8.0                   144.0                 142.9                              141.0                              141.2                              23.3                               
13:56:10       7172.0              7.4                   144.4                 143.0                              141.1                              141.2                              23.3                               
13:56:23       7185.2              6.0                   144.2                 143.0                              141.1                              141.3                              23.2                               
13:56:37       7198.4              8.0                   147.6                 143.0                              141.1                              141.3                              23.2                               
13:56:50       7211.5              10.0                  150.0                 143.0                              141.2                              141.2                              23.3                               
13:57:03       7224.7              10.0                  149.2                 143.0                              141.3                              141.3                              23.2                               
13:57:16       7237.9              7.6                   150.1                 143.1                              141.3                              141.4                              23.2                               
13:57:29       7251.1              10.0                  143.0                 143.1                              141.2                              141.3                              23.3                               
13:57:42       7264.2              5.8                   152.4                 143.2                              141.3                              141.3                              23.2                               
13:57:56       7277.4              10.0                  142.5                 143.2                              141.3                              141.5                              23.2                               
13:58:09       7290.6              10.0                  143.2                 143.3                              141.4                              141.6                              23.3                               
13:58:22       7303.8              10.0                  148.7                 143.3                              141.5                              141.6                              23.3                               
13:58:35       7317.0              0.0                   151.0                 143.4                              141.5                              141.7                              23.2                               
13:58:48       7330.2              10.0                  149.9                 143.4                              141.5                              141.7                              23.3                               
13:59:02       7343.3              2.0                   151.1                 143.5                              141.6                              141.9                              23.2                               
13:59:15       7356.5              10.0                  147.0                 143.6                              141.7                              142.0                              23.3                               
13:59:28       7369.7              10.0                  150.5                 143.7                              141.8                              142.0                              23.3                               
13:59:41       7382.9              0.0                   149.3                 143.7                              141.9                              142.1                              23.3                               
13:59:54       7396.1              0.1                   152.4                 143.8                              141.9                              142.1                              23.3                               
14:00:08       7409.3              10.0                  150.7                 143.9                              142.0                              142.2                              23.3                               
14:00:21       7422.5              2.6                   150.6                 143.9                              142.0                              142.2                              23.2                               
14:00:34       7435.6              0.0                   149.3                 143.9                              142.0                              142.3                              23.3                               
14:00:47       7448.8              0.0                   146.4                 143.9                              142.0                              142.3                              23.3                               
14:01:00       7462.0              10.0                  149.9                 143.9                              142.0                              142.3                              23.3                               
14:01:13       7475.2              0.0                   155.1                 143.9                              142.0                              142.2                              23.3                               
14:01:27       7488.4              4.0                   151.9                 143.8                              142.0                              142.1                              23.2                               
14:01:40       7501.6              0.0                   151.4                 143.8                              141.9                              142.1                              23.3                               
14:01:53       7514.8              9.5                   149.7                 143.8                              141.9                              142.2                              23.2                               
14:02:06       7528.0              10.0                  149.4                 143.7                              141.9                              142.0                              23.3                               
14:02:19       7541.2              10.0                  148.0                 143.5                              141.7                              141.9                              23.2                               
14:02:33       7554.3              3.3                   150.1                 143.5                              142.0                              141.9                              23.3                               
14:02:46       7567.5              0.0                   150.3                 143.4                              141.5                              141.8                              23.3                               
14:02:59       7580.7              10.0                  148.1                 143.3                              141.4                              141.8                              23.3                               
14:03:12       7593.9              10.0                  151.2                 143.2                              141.3                              141.8                              23.3                               
14:03:25       7607.1              10.0                  149.8                 143.1                              141.1                              141.6                              23.3                               
14:03:39       7620.3              0.0                   146.8                 143.0                              141.0                              141.5                              23.3                               
14:03:52       7633.5              10.0                  148.3                 142.9                              140.9                              141.3                              23.3                               
14:04:05       7646.7              3.0                   150.7                 142.8                              140.9                              141.2                              23.2                               
14:04:18       7659.9              5.2                   146.8                 142.7                              140.9                              141.2                              23.3                               
14:04:31       7673.1              10.0                  145.2                 142.7                              140.8                              141.2                              23.3                               
14:04:44       7686.3              10.0                  147.2                 142.6                              140.8                              141.1                              23.3                               
14:04:58       7699.5              10.0                  148.1                 142.6                              140.6                              141.0                              23.2                               
14:05:11       7712.7              0.0                   144.4                 142.5                              140.7                              140.9                              23.3                               
14:05:24       7725.8              10.0                  145.2                 142.5                              140.6                              140.8                              23.3                               
14:05:37       7739.0              2.3                   145.0                 142.4                              140.5                              140.8                              23.3                               
14:05:50       7752.2              10.0                  146.8                 142.4                              140.5                              140.8                              23.3                               
14:06:04       7765.4              8.6                   146.3                 142.3                              140.5                              140.8                              23.3                               
14:06:17       7778.6              10.0                  145.4                 142.3                              140.4                              140.7                              23.3                               
14:06:30       7791.8              9.5                   147.3                 142.3                              140.4                              140.7                              23.3                               
14:06:43       7805.0              4.7                   148.5                 142.2                              140.4                              140.6                              23.3                               
14:06:56       7818.2              10.0                  147.6                 142.2                              140.3                              140.7                              23.3                               
14:07:10       7831.4              6.9                   148.4                 142.2                              140.4                              140.6                              23.3                               
14:07:27       7848.9              10.0                  145.4                 142.2                              140.4                              140.5                              23.3                               
14:07:41       7862.5              10.0                  145.0                 142.2                              120.3                              140.5                              23.3                               
14:07:54       7875.8              10.0                  146.9                 142.2                              120.2                              140.5                              23.3                               
14:08:07       7889.0              10.0                  148.1                 142.2                              120.2                              140.6                              23.3                               
14:08:20       7902.2              10.0                  145.4                 142.3                              120.3                              140.6                              23.3                               
14:08:34       7915.4              10.0                  141.4                 142.3                              120.3                              140.6                              23.3                               
14:08:47       7928.6              10.0                  146.9                 142.4                              120.4                              140.6                              23.3                               
14:09:00       7941.8              10.0                  146.2                 142.5                              120.5                              140.8                              23.3                               
14:09:13       7955.0              10.0                  143.9                 142.6                              120.6                              140.9                              23.3                               
14:09:26       7968.2              10.0                  152.3                 142.7                              120.7                              141.0                              23.3                               
14:09:40       7981.4              10.0                  147.1                 142.9                              120.8                              141.3                              23.3                               
14:09:53       7994.6              10.0                  149.2                 143.0                              120.9                              141.3                              23.3                               
14:10:06       8007.8              10.0                  147.1                 143.2                              121.0                              141.5                              23.3                               
14:10:19       8021.0              10.0                  150.0                 143.4                              121.2                              141.7                              23.3                               
14:10:32       8034.3              10.0                  145.6                 143.6                              121.3                              142.0                              23.3                               
14:10:46       8047.5              10.0                  148.1                 143.8                              121.6                              142.1                              23.3                               
14:10:59       8060.8              10.0                  148.0                 144.0                              121.7                              142.2                              23.3                               
14:11:12       8073.9              10.0                  147.3                 144.2                              121.9                              142.4                              23.2                               
14:11:25       8087.1              10.0                  146.1                 144.4                              122.1                              142.7                              23.3                               
14:11:39       8100.3              10.0                  153.2                 144.6                              122.3                              142.8                              23.2                               
14:11:52       8113.5              10.0                  150.8                 144.9                              122.5                              142.9                              23.3                               
14:12:05       8126.7              10.0                  150.4                 145.1                              122.7                              143.2                              23.3                               
14:12:18       8140.0              10.0                  152.3                 145.4                              122.9                              143.5                              23.3                               
14:12:31       8153.2              10.0                  146.9                 145.6                              123.2                              143.8                              23.3                               
14:12:45       8166.4              10.0                  151.1                 145.9                              123.4                              144.0                              23.3                               
14:12:58       8179.6              10.0                  151.2                 146.2                              123.6                              144.4                              23.3                               
14:13:11       8192.8              10.0                  152.9                 146.4                              123.9                              144.7                              23.3                               
14:13:24       8206.0              10.0                  155.4                 146.7                              124.2                              144.8                              23.3                               
14:13:37       8219.2              10.0                  157.2                 147.0                              124.3                              145.2                              23.3                               
14:13:51       8232.4              10.0                  150.7                 147.3                              124.5                              145.5                              23.3                               
14:14:04       8245.6              3.5                   156.9                 147.6                              124.9                              145.7                              23.3                               
14:14:17       8258.8              8.1                   155.1                 147.8                              125.1                              146.0                              23.3                               
14:14:30       8272.0              0.0                   162.6                 148.1                              125.3                              146.2                              23.3                               
14:14:43       8285.2              9.6                   159.8                 148.4                              125.4                              146.4                              23.4                               
14:14:57       8298.4              10.0                  157.9                 148.6                              125.6                              146.6                              23.3                               
14:15:10       8311.5              1.9                   158.6                 148.8                              125.8                              146.8                              23.3                               
14:15:23       8324.7              10.0                  159.1                 149.0                              126.0                              147.1                              23.3                               
14:15:36       8337.9              10.0                  152.7                 149.2                              126.1                              147.3                              23.3                               
14:15:49       8351.1              10.0                  159.2                 149.3                              126.2                              147.1                              23.3                               
14:16:03       8364.3              10.0                  156.8                 149.4                              126.4                              147.2                              23.3                               
14:16:16       8377.6              10.0                  156.3                 149.6                              126.5                              147.4                              23.3                               
14:16:29       8390.8              10.0                  158.4                 149.7                              126.6                              147.6                              23.3                               
14:16:42       8404.0              10.0                  160.3                 149.9                              126.7                              147.8                              23.3                               
14:16:55       8417.2              10.0                  158.3                 150.0                              126.8                              147.9                              23.3                               
14:17:09       8430.4              10.0                  158.1                 150.2                              127.0                              148.1                              23.3                               
14:17:22       8443.6              10.0                  158.6                 150.3                              127.1                              148.5                              23.3                               
14:17:35       8456.8              10.0                  160.1                 150.5                              127.2                              148.4                              23.3                               
14:17:48       8470.0              10.0                  157.2                 150.7                              127.4                              148.6                              23.3                               
14:18:01       8483.2              10.0                  160.3                 150.9                              127.6                              148.7                              23.3                               
14:18:15       8496.4              10.0                  159.2                 151.1                              127.8                              149.0                              23.3                               
14:18:28       8509.7              1.2                   159.0                 151.3                              128.0                              149.2                              23.3                               
14:18:41       8522.9              10.0                  158.5                 151.6                              128.1                              149.4                              23.3                               
14:18:54       8536.1              10.0                  165.6                 151.8                              128.3                              149.6                              23.3                               
14:19:07       8549.3              10.0                  158.5                 152.0                              128.5                              149.8                              23.3                               
14:19:21       8562.5              0.6                   160.4                 152.2                              128.7                              150.0                              23.3                               
14:19:34       8575.7              4.9                   160.3                 152.4                              128.8                              150.2                              23.3                               
14:19:47       8588.9              10.0                  159.1                 152.6                              129.0                              150.4                              23.3                               
14:20:00       8602.1              10.0                  160.2                 152.8                              129.1                              150.6                              23.3                               
14:20:13       8615.3              10.0                  159.4                 152.9                              129.2                              150.6                              23.3                               
14:20:27       8628.5              10.0                  158.8                 153.1                              129.3                              150.7                              23.3                               
14:20:40       8641.7              10.0                  162.1                 153.2                              129.4                              151.1                              23.3                               
14:20:53       8654.9              10.0                  158.8                 153.3                              129.6                              151.1                              23.3                               
14:21:06       8668.2              10.0                  161.2                 153.5                              129.7                              151.2                              23.3                               
14:21:20       8681.3              10.0                  165.0                 153.6                              130.0                              151.2                              23.3                               
14:21:33       8694.6              10.0                  160.8                 153.8                              129.8                              151.5                              23.3                               
14:21:46       8707.8              10.0                  160.5                 153.9                              130.0                              151.5                              23.3                               
14:21:59       8721.0              10.0                  162.2                 154.1                              130.2                              151.8                              23.3                               
14:22:12       8734.2              10.0                  159.8                 154.3                              130.4                              152.0                              23.3                               
14:22:26       8747.4              6.5                   166.9                 154.4                              130.5                              152.0                              23.3                               
14:22:39       8760.6              10.0                  162.4                 154.6                              130.7                              152.2                              23.3                               
14:22:52       8773.8              10.0                  163.6                 154.8                              130.9                              152.3                              23.3                               
14:23:05       8787.0              10.0                  160.7                 155.0                              131.1                              152.6                              23.3                               
14:23:18       8800.2              10.0                  159.1                 155.2                              131.2                              152.9                              23.3                               
14:23:32       8813.5              10.0                  162.8                 155.4                              131.4                              153.0                              23.3                               
14:23:45       8826.7              10.0                  163.0                 155.6                              131.5                              153.2                              23.3                               
14:23:58       8839.9              10.0                  165.4                 155.8                              131.9                              153.4                              23.3                               
14:24:11       8853.2              10.0                  159.6                 156.0                              132.1                              153.6                              23.3                               
14:24:25       8866.4              9.7                   163.9                 156.2                              132.0                              153.8                              23.3                               
14:24:38       8879.7              10.0                  162.8                 156.4                              132.2                              154.0                              23.3                               
14:24:51       8892.8              10.0                  168.2                 156.6                              132.5                              154.1                              23.3                               
14:25:04       8906.0              10.0                  165.8                 156.9                              132.6                              154.4                              23.3                               
14:25:17       8919.3              10.0                  166.5                 157.1                              132.8                              154.6                              23.3                               
14:25:31       8932.5              10.0                  165.9                 157.3                              133.0                              154.8                              23.3                               
14:25:44       8945.7              10.0                  163.1                 157.6                              133.2                              155.1                              23.3                               
14:25:57       8958.9              10.0                  163.5                 157.8                              133.4                              155.2                              23.4                               
14:26:10       8972.1              10.0                  166.5                 158.0                              133.6                              155.5                              23.3                               
14:26:24       8985.3              10.0                  168.0                 158.3                              133.8                              155.8                              23.3                               
14:26:37       8998.5              10.0                  162.4                 158.6                              134.0                              156.0                              23.3                               
14:26:50       9011.8              9.2                   167.7                 158.8                              134.2                              156.3                              23.3                               
14:27:03       9025.0              10.0                  165.3                 159.1                              134.4                              156.7                              23.3                               
14:27:16       9038.2              10.0                  169.8                 159.3                              134.6                              156.7                              23.3                               
14:27:30       9051.4              10.0                  171.0                 159.6                              134.8                              156.9                              23.3                               
14:27:43       9064.7              10.0                  168.2                 159.8                              135.0                              157.2                              23.3                               
14:27:56       9077.9              10.0                  169.0                 160.0                              135.3                              157.2                              23.3                               
14:28:09       9091.1              10.0                  169.4                 160.3                              135.5                              157.6                              23.3                               
14:28:23       9104.4              10.0                  170.9                 160.5                              135.7                              157.8                              23.3                               
14:28:36       9117.6              10.0                  172.1                 160.8                              135.9                              158.0                              23.3                               
14:28:49       9130.8              10.0                  168.5                 161.0                              136.1                              158.3                              23.4                               
14:29:02       9144.0              10.0                  166.3                 161.3                              136.3                              158.6                              23.3                               
14:29:15       9157.3              10.0                  167.8                 161.5                              136.5                              158.6                              23.3                               
14:29:29       9170.5              10.0                  170.1                 161.8                              136.8                              159.0                              23.3                               
14:29:42       9183.7              10.0                  169.4                 162.0                              137.0                              159.2                              23.3                               
14:29:55       9197.0              10.0                  172.4                 162.3                              137.2                              159.4                              23.3                               
14:30:08       9210.2              10.0                  169.6                 162.5                              137.4                              159.6                              23.4                               
14:30:22       9223.4              10.0                  171.5                 162.8                              137.6                              159.9                              23.4                               
14:30:35       9236.7              10.0                  168.5                 163.0                              137.8                              160.2                              23.3                               
14:30:48       9249.9              10.0                  172.0                 163.3                              138.0                              160.4                              23.3                               
14:31:01       9263.2              10.0                  174.3                 163.5                              138.3                              160.8                              23.4                               
14:31:15       9276.4              8.2                   166.2                 163.8                              138.5                              160.9                              23.3                               
14:31:28       9289.6              10.0                  173.3                 164.0                              138.7                              161.2                              23.3                               
14:31:41       9302.9              3.5                   170.2                 164.2                              139.3                              161.4                              23.3                               
14:31:54       9316.1              10.0                  170.9                 164.5                              139.2                              161.7                              23.3                               
14:32:08       9329.3              10.0                  174.3                 164.7                              139.3                              162.0                              23.3                               
14:32:21       9342.5              10.0                  169.5                 164.9                              139.5                              162.3                              23.3                               
14:32:34       9355.7              10.0                  168.0                 165.2                              139.7                              162.3                              23.3                               
14:32:47       9369.0              10.0                  166.7                 165.3                              139.9                              162.6                              23.3                               
14:33:01       9382.3              6.9                   171.0                 165.5                              140.0                              162.8                              23.3                               
14:33:14       9395.5              10.0                  176.5                 165.7                              140.1                              162.8                              23.3                               
14:33:27       9408.8              10.0                  168.8                 165.9                              140.3                              163.0                              23.4                               
